case_id,source_experiment,source_artifact_path,dataset,model_family,explainer,instance_id,prediction,prediction_confidence,true_label,normalized_explanation,explanation_length_tokens,quadrant,random_seed,sample_size,technical_metrics
exp4_a6bb167d1c81d8a5,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_shap\seed_42\n_100\results.json,breast_cancer,rf,shap,65,1,,0,SHAP top local factors: mean concave points: -0.0409; worst radius: 0.0331; worst texture: -0.0303; mean concavity: 0.0269; worst area: 0.0231; mean radius: 0.0214; mean texture: -0.0203; worst perimeter: 0.0203; area error: 0.0153; mean area: 0.0148,78,FP,42,100,"{""cost"": 1000.9678520727903, ""faithfulness_gap"": 0.020000000000000018, ""fidelity"": 0.6475012766195414, ""runtime_ms"": 1000.9678520727903, ""sparsity"": 1.0, ""stability"": 0.41171242360062993}"
exp4_a857fae38ad2e004,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_456\n_100\results.json,adult,logreg,lime,3548,0,,0,LIME top local factors: capital-gain: 0.0848; marital-status_Married-civ-spouse: 0.0381; marital-status_Never-married: -0.0218; education-num: 0.0210; age: 0.0197; occupation_Prof-specialty: 0.0154; sex_Female: -0.0149; workclass_Self-emp-not-inc: 0.0146; relationship_Husband: -0.0089; occupation_Exec-managerial: 0.0073,91,TN,456,100,"{""cost"": 3.144624992273748, ""faithfulness_gap"": 0.3045442612121894, ""fidelity"": 0.6842440552133189, ""runtime_ms"": 3.144624992273748, ""sparsity"": 0.09259259259259259, ""stability"": 0.0011704358117429828}"
exp4_aa0d2427f637293a,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_anchors\seed_42\n_100\results.json,german_credit,rf,anchors,40,1,,1,ANCHORS top local factors: duration: 1.0000; age: 1.0000; checking_status_<0: 1.0000; credit_history_critical/other existing credit: 1.0000; credit_amount: 0.0000; installment_commitment: 0.0000; residence_since: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000; checking_status_0<=X<200: 0.0000,75,TP,42,100,"{""cost"": 2001.3832049990015, ""faithfulness_gap"": 0.32999999999999996, ""fidelity"": 0.7195370488163851, ""runtime_ms"": 2001.3832049990015, ""sparsity"": 0.06557377049180328, ""stability"": 0.4874684408992307}"
exp4_aa1ea16859fa26f1,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_999\n_50\results.json,adult,logreg,lime,9618,1,,1,LIME top local factors: education_Doctorate: 0.0179; capital-loss: 0.0095; occupation_Prof-specialty: 0.0056; education-num: 0.0051; marital-status_Married-civ-spouse: 0.0026; age: 0.0024; fnlwgt: -0.0023; hours-per-week: 0.0018; sex_Female: -0.0016; marital-status_Never-married: -0.0013,87,TP,999,50,"{""cost"": 4.2910409974865615, ""faithfulness_gap"": 0.6905170984091951, ""fidelity"": 0.48893676901701316, ""runtime_ms"": 4.2910409974865615, ""sparsity"": 0.09259259259259259, ""stability"": 0.12567559372297007}"
exp4_ac6e5925b1641835,exp2_scaled,experiments\exp2_scaled\results\mlp_lime\seed_789\n_100\results.json,adult,mlp,lime,5308,1,,0,LIME top local factors: race_Amer-Indian-Eskimo: 0.0003; occupation_Protective-serv: 0.0002; workclass_State-gov: 0.0002; hours-per-week: 0.0001; race_White: -0.0001; workclass_Private: -0.0001; fnlwgt: -0.0001; education_HS-grad: 0.0000; relationship_Husband: 0.0000; marital-status_Married-civ-spouse: 0.0000,87,FP,789,100,"{""cost"": 3.0936250113882124, ""faithfulness_gap"": 0.784518593617883, ""fidelity"": 0.42243043568959593, ""runtime_ms"": 3.0936250113882124, ""sparsity"": 0.037037037037037035, ""stability"": 0.2023338653440639}"
exp4_ae4b94d300defe9b,exp2_scaled,experiments\exp2_scaled\results\mlp_lime\seed_999\n_200\results.json,adult,mlp,lime,8522,1,,0,LIME top local factors: education_Assoc-acdm: 0.0431; fnlwgt: 0.0223; education_HS-grad: -0.0210; hours-per-week: 0.0206; marital-status_Never-married: -0.0201; marital-status_Married-civ-spouse: 0.0197; relationship_Unmarried: -0.0189; occupation_Craft-repair: 0.0170; capital-gain: 0.0160; age: -0.0023,90,FP,999,200,"{""cost"": 2.997540999785997, ""faithfulness_gap"": 0.5848917513008876, ""fidelity"": 0.6010451842093678, ""runtime_ms"": 2.997540999785997, ""sparsity"": 0.09259259259259259, ""stability"": 0.05814160267989846}"
exp4_ae5f3b200cc3bef3,exp2_scaled,experiments\exp2_scaled\results\logreg_anchors\seed_789\n_50\results.json,adult,logreg,anchors,1394,0,,0,ANCHORS top local factors: age: 1.0000; native-country_China: 1.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,82,TN,789,50,"{""cost"": 198.09754099696875, ""faithfulness_gap"": 0.1790289106600343, ""fidelity"": 0.35609076477737883, ""runtime_ms"": 198.09754099696875, ""sparsity"": 0.018518518518518517, ""stability"": 0.0}"
exp4_af2a9f1c15262b41,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_anchors\seed_123\n_100\results.json,breast_cancer,xgb,anchors,3,1,,1,ANCHORS top local factors: area error: 1.0000; worst texture: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,75,TP,123,100,"{""cost"": 2002.0737999584526, ""faithfulness_gap"": 0.012847721576690674, ""fidelity"": 0.6600349001904905, ""runtime_ms"": 2002.0737999584526, ""sparsity"": 0.06666666666666667, ""stability"": 0.4952380952380951}"
exp4_afad86e31d6d5cf6,exp2_scaled,experiments\exp2_scaled\results\mlp_lime\seed_789\n_50\results.json,adult,mlp,lime,7140,0,,0,LIME top local factors: race_Amer-Indian-Eskimo: -0.0063; relationship_Unmarried: -0.0019; occupation_Adm-clerical: -0.0017; race_White: 0.0015; marital-status_Never-married: -0.0010; sex_Female: -0.0009; education_HS-grad: -0.0009; fnlwgt: 0.0008; marital-status_Married-civ-spouse: 0.0006; age: 0.0005,88,TN,789,50,"{""cost"": 3.134291000151279, ""faithfulness_gap"": 0.0001830622918336487, ""fidelity"": 0.28563539663067894, ""runtime_ms"": 3.134291000151279, ""sparsity"": 0.09259259259259259, ""stability"": 0.19265140307516815}"
exp4_afc105601fc7fdd6,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_anchors\seed_42\n_100\results.json,breast_cancer,rf,anchors,35,1,,0,ANCHORS top local factors: worst radius: 1.0000; worst concave points: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,76,FP,42,100,"{""cost"": 4003.7252999609336, ""faithfulness_gap"": 0.020000000000000018, ""fidelity"": 0.24445943022056466, ""runtime_ms"": 4003.7252999609336, ""sparsity"": 0.06666666666666667, ""stability"": 0.26190476190476186}"
exp4_b11abd9ec480a4aa,exp2_scaled,experiments\exp2_scaled\results\mlp_lime\seed_123\n_200\results.json,adult,mlp,lime,7247,1,,0,LIME top local factors: hours-per-week: 0.0481; occupation_Other-service: -0.0435; sex_Female: -0.0325; marital-status_Never-married: -0.0313; education_HS-grad: -0.0288; relationship_Own-child: -0.0286; relationship_Not-in-family: 0.0244; marital-status_Married-civ-spouse: 0.0156; workclass_Private: -0.0150; occupation_Sales: 0.0145,94,FP,123,200,"{""cost"": 3.2042920065578073, ""faithfulness_gap"": 0.3923955560335244, ""fidelity"": 0.4917477764694508, ""runtime_ms"": 3.2042920065578073, ""sparsity"": 0.09259259259259259, ""stability"": -0.011499970657315828}"
exp4_b168d0ab73784973,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_shap\seed_42\n_100\results.json,german_credit,rf,shap,186,0,,1,SHAP top local factors: checking_status_no checking: -0.0901; purpose_new car: -0.0665; savings_status_<100: -0.0337; checking_status_<0: 0.0290; credit_history_critical/other existing credit: -0.0213; purpose_radio/tv: -0.0167; checking_status_0<=X<200: -0.0163; age: -0.0162; duration: -0.0152; credit_amount: -0.0144,90,FN,42,100,"{""cost"": 1001.1267130003034, ""faithfulness_gap"": 0.17000000000000004, ""fidelity"": 0.503715270153531, ""runtime_ms"": 1001.1267130003034, ""sparsity"": 0.8852459016393442, ""stability"": 0.9849602402570656}"
exp4_b2fb50fe3096e9d2,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_anchors\seed_42\n_100\results.json,german_credit,rf,anchors,11,1,,0,ANCHORS top local factors: duration: 1.0000; installment_commitment: 1.0000; checking_status_no checking: 1.0000; housing_own: 1.0000; credit_amount: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000; checking_status_0<=X<200: 0.0000,70,FP,42,100,"{""cost"": 1000.8960219984147, ""faithfulness_gap"": 0.15999999999999992, ""fidelity"": 0.699869662637493, ""runtime_ms"": 1000.8960219984147, ""sparsity"": 0.06557377049180328, ""stability"": 0.7642857142857142}"
exp4_b352dc7c29edc22c,exp2_scaled,experiments\exp2_scaled\results\logreg_shap\seed_456\n_200\results.json,adult,logreg,shap,7210,1,,0,SHAP top local factors: marital-status_Married-civ-spouse: 0.1298; native-country_Philippines: 0.0921; occupation_Tech-support: 0.0881; native-country_United-States: -0.0476; marital-status_Never-married: 0.0439; sex_Female: 0.0391; relationship_Husband: -0.0361; occupation_Exec-managerial: -0.0322; marital-status_Divorced: 0.0198; education_HS-grad: 0.0083,91,FP,456,200,"{""cost"": 49.48370800411794, ""faithfulness_gap"": 0.43087391319572454, ""fidelity"": 0.9237941496438538, ""runtime_ms"": 49.48370800411794, ""sparsity"": 0.09259259259259259, ""stability"": 0.8796941089508207}"
exp4_b60690c60417e4de,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_123\n_200\results.json,adult,logreg,lime,9593,1,,0,LIME top local factors: capital-gain: 0.0560; occupation_Tech-support: 0.0253; education-num: 0.0225; marital-status_Married-civ-spouse: 0.0205; marital-status_Never-married: -0.0167; sex_Female: -0.0120; education_Bachelors: 0.0119; occupation_Exec-managerial: 0.0061; relationship_Husband: 0.0013; age: 0.0011,84,FP,123,200,"{""cost"": 3.5166250017937273, ""faithfulness_gap"": 0.4297021569280549, ""fidelity"": 0.7241049144550051, ""runtime_ms"": 3.5166250017937273, ""sparsity"": 0.09259259259259259, ""stability"": 0.006371615367705235}"
exp4_ba8a2c4ca53c1a08,exp2_scaled,experiments\exp2_scaled\results\mlp_lime\seed_42\n_200\results.json,adult,mlp,lime,5870,1,,1,LIME top local factors: education_Prof-school: 0.0254; relationship_Wife: 0.0149; occupation_Prof-specialty: 0.0085; sex_Male: -0.0051; marital-status_Married-civ-spouse: 0.0043; sex_Female: 0.0037; education_HS-grad: -0.0035; marital-status_Never-married: -0.0035; education_Bachelors: -0.0025; relationship_Own-child: -0.0025,87,TP,42,200,"{""cost"": 3.0382080003619194, ""faithfulness_gap"": 0.1746832508342081, ""fidelity"": 0.6634959164513246, ""runtime_ms"": 3.0382080003619194, ""sparsity"": 0.09259259259259259, ""stability"": 0.010336704407797713}"
exp4_ba96b41ceb2e14cb,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_42\n_50\results.json,adult,mlp,dice,5369,0,,1,DICE top local factors: relationship_Other-relative: 0.4000; native-country_Portugal: 0.4000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000,82,FN,42,50,"{""cost"": 1041.183385000295, ""faithfulness_gap"": 0.9239873031602065, ""fidelity"": 0.6621882593049676, ""runtime_ms"": 1041.183385000295, ""sparsity"": 0.018518518518518517, ""stability"": 0.040190962481158575}"
exp4_bb289ffc9c031dd6,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_shap\seed_42\n_100\results.json,german_credit,rf,shap,120,1,,0,SHAP top local factors: installment_commitment: 0.0458; checking_status_no checking: -0.0441; checking_status_<0: 0.0296; credit_amount: 0.0293; checking_status_>=200: 0.0244; savings_status_<100: -0.0149; age: 0.0120; checking_status_0<=X<200: 0.0111; purpose_new car: 0.0087; employment_<1: 0.0064,82,FP,42,100,"{""cost"": 1010.3738859997975, ""faithfulness_gap"": 0.16000000000000003, ""fidelity"": 0.5402294172647713, ""runtime_ms"": 1010.3738859997975, ""sparsity"": 0.9344262295081968, ""stability"": 0.9888386605718176}"
exp4_be3a619c28fb15c4,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_999\n_200\results.json,adult,logreg,lime,7555,0,,1,LIME top local factors: education_7th-8th: -0.0088; occupation_nan: -0.0050; workclass_nan: -0.0049; education-num: 0.0036; capital-gain: 0.0036; age: -0.0019; fnlwgt: 0.0019; marital-status_Never-married: 0.0007; marital-status_Married-civ-spouse: -0.0002; sex_Female: 0.0002,85,FN,999,200,"{""cost"": 2.9197500116424635, ""faithfulness_gap"": 0.42616334238243203, ""fidelity"": 0.41131969132598073, ""runtime_ms"": 2.9197500116424635, ""sparsity"": 0.09259259259259259, ""stability"": 0.10316711761188087}"
exp4_c04339897f75190f,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_shap\seed_456\n_100\results.json,german_credit,xgb,shap,99,0,,1,SHAP top local factors: duration: -0.1719; checking_status_no checking: 0.1267; other_payment_plans_none: -0.1165; employment_4<=X<7: -0.0458; purpose_education: -0.0426; installment_commitment: 0.0404; purpose_new car: 0.0308; age: -0.0286; housing_own: -0.0278; savings_status_no known savings: -0.0262,80,FN,456,100,"{""cost"": 1005.2689470003315, ""faithfulness_gap"": 0.2572210729122162, ""fidelity"": 0.8085096252382088, ""runtime_ms"": 1005.2689470003315, ""sparsity"": 0.8524590163934426, ""stability"": 0.7819726211104161}"
exp4_c1afbcd9580538a4,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_anchors\seed_123\n_100\results.json,german_credit,rf,anchors,192,0,,0,ANCHORS top local factors: duration: 1.0000; credit_amount: 1.0000; installment_commitment: 1.0000; residence_since: 1.0000; age: 1.0000; existing_credits: 1.0000; num_dependents: 1.0000; checking_status_0<=X<200: 1.0000; checking_status_<0: 1.0000; checking_status_>=200: 1.0000,74,TN,123,100,"{""cost"": 26016.324688000168, ""faithfulness_gap"": 0.0, ""fidelity"": 0.10665604761342193, ""runtime_ms"": 26016.324688000168, ""sparsity"": 0.8360655737704918, ""stability"": 0.8547174778923358}"
exp4_c26cdb8b9ce06ff8,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_42\n_100\results.json,german_credit,xgb,anchors,162,0,,0,ANCHORS top local factors: duration: 1.0000; residence_since: 1.0000; checking_status_<0: 1.0000; savings_status_<100: 1.0000; property_magnitude_car: 1.0000; credit_amount: 0.0000; installment_commitment: 0.0000; age: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000,68,TN,42,100,"{""cost"": 1000.948533997871, ""faithfulness_gap"": 0.39527472853660583, ""fidelity"": 0.5840629166705058, ""runtime_ms"": 1000.948533997871, ""sparsity"": 0.08196721311475409, ""stability"": 0.5584255172754212}"
exp4_c3a6d29157145c8e,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_shap\seed_123\n_100\results.json,breast_cancer,rf,shap,21,1,,1,SHAP top local factors: worst area: 0.0649; worst perimeter: 0.0622; worst radius: 0.0570; worst concave points: 0.0509; mean concave points: 0.0391; mean perimeter: 0.0222; area error: 0.0175; worst texture: 0.0161; mean area: 0.0143; mean texture: 0.0138,76,TP,123,100,"{""cost"": 1001.8533000256866, ""faithfulness_gap"": 0.31999999999999995, ""fidelity"": 0.7989269945983454, ""runtime_ms"": 1001.8533000256866, ""sparsity"": 1.0, ""stability"": 0.9954960967823572}"
exp4_c523b5e4b177b22e,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_shap\seed_456\n_100\results.json,german_credit,xgb,shap,69,0,,0,SHAP top local factors: duration: -0.2334; checking_status_no checking: -0.1576; checking_status_<0: -0.1117; credit_amount: 0.0854; employment_4<=X<7: 0.0845; savings_status_<100: -0.0464; installment_commitment: -0.0433; property_magnitude_no known property: -0.0272; housing_own: -0.0265; purpose_new car: -0.0237,85,TN,456,100,"{""cost"": 1002.2271059997365, ""faithfulness_gap"": 0.23069439828395844, ""fidelity"": 0.7819947138848661, ""runtime_ms"": 1002.2271059997365, ""sparsity"": 0.8360655737704918, ""stability"": 0.744096693723171}"
exp4_c697ae24ec5760fd,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_shap\seed_456\n_100\results.json,german_credit,xgb,shap,92,0,,1,SHAP top local factors: checking_status_no checking: -0.1119; employment_4<=X<7: -0.0608; housing_rent: -0.0565; purpose_education: -0.0505; housing_own: -0.0455; checking_status_>=200: 0.0347; other_payment_plans_none: 0.0287; installment_commitment: -0.0250; property_magnitude_car: -0.0246; credit_amount: 0.0237,80,FN,456,100,"{""cost"": 1001.0218780007563, ""faithfulness_gap"": 0.1995757818222046, ""fidelity"": 0.40293825632072366, ""runtime_ms"": 1001.0218780007563, ""sparsity"": 0.8360655737704918, ""stability"": 0.6556180111632121}"
exp4_c6d96339976f5220,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_anchors\seed_456\n_100\results.json,german_credit,rf,anchors,46,1,,1,ANCHORS top local factors: checking_status_<0: 1.0000; checking_status_no checking: 1.0000; employment_4<=X<7: 1.0000; housing_rent: 1.0000; duration: 0.0000; credit_amount: 0.0000; installment_commitment: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000,72,TP,456,100,"{""cost"": 2004.1247980007029, ""faithfulness_gap"": 0.030000000000000027, ""fidelity"": 0.00887407825082622, ""runtime_ms"": 2004.1247980007029, ""sparsity"": 0.06557377049180328, ""stability"": 0.6652991091481051}"
exp4_c715759299b480a0,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_shap\seed_456\n_100\results.json,german_credit,rf,shap,98,1,,1,SHAP top local factors: checking_status_no checking: -0.0484; savings_status_no known savings: 0.0277; checking_status_<0: 0.0220; savings_status_<100: 0.0192; duration: -0.0180; personal_status_female div/dep/mar: -0.0163; employment_4<=X<7: -0.0122; employment_1<=X<4: -0.0120; purpose_furniture/equipment: -0.0118; purpose_new car: 0.0111,95,TP,456,100,"{""cost"": 1000.6817579997005, ""faithfulness_gap"": 0.06999999999999995, ""fidelity"": 0.4452168699392455, ""runtime_ms"": 1000.6817579997005, ""sparsity"": 0.9016393442622951, ""stability"": 0.9471692804942865}"
exp4_c71f9ed1b1a0812a,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_789\n_200\results.json,adult,mlp,dice,1589,1,,1,DICE top local factors: hours-per-week: 3.5972; education_1st-4th: 0.2000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,82,TP,789,200,"{""cost"": 521.9959589999235, ""faithfulness_gap"": 0.4011312676950558, ""fidelity"": 0.8237617559619343, ""runtime_ms"": 521.9959589999235, ""sparsity"": 0.018518518518518517, ""stability"": 0.01685529478116663}"
exp4_c948b5be78abf92f,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\rf_shap\seed_42\n_100\results.json,german_credit,rf,shap,142,1,,1,SHAP top local factors: checking_status_no checking: 0.0542; purpose_used car: 0.0368; property_magnitude_no known property: -0.0367; age: -0.0239; checking_status_<0: 0.0219; credit_history_critical/other existing credit: 0.0199; savings_status_<100: 0.0189; checking_status_0<=X<200: 0.0165; housing_own: -0.0165; credit_amount: 0.0147,84,TP,42,100,"{""cost"": 1000.9389650003868, ""faithfulness_gap"": 0.030000000000000027, ""fidelity"": 0.7466437540593316, ""runtime_ms"": 1000.9389650003868, ""sparsity"": 0.9016393442622951, ""stability"": 0.9799287369393143}"
exp4_cad1d6dbc8b4e027,exp2_scaled,experiments\exp2_scaled\results\mlp_lime\seed_999\n_50\results.json,adult,mlp,lime,4766,1,,1,LIME top local factors: capital-gain: 0.0000; education_Prof-school: 0.0000; occupation_Prof-specialty: 0.0000; fnlwgt: 0.0000; hours-per-week: 0.0000; education-num: 0.0000; relationship_Husband: 0.0000; marital-status_Married-civ-spouse: 0.0000; marital-status_Never-married: -0.0000; sex_Female: -0.0000,88,TP,999,50,"{""cost"": 2.809333032928407, ""faithfulness_gap"": 0.1392321076929226, ""fidelity"": 0.8393404547392375, ""runtime_ms"": 2.809333032928407, ""sparsity"": 0.0, ""stability"": 0.06709633339833988}"
exp4_cae54143c3307788,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_789\n_200\results.json,adult,mlp,dice,6850,1,,0,DICE top local factors: age: 1.6182; education_9th: 0.4000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000; workclass_Never-worked: 0.0000,80,FP,789,200,"{""cost"": 492.457459000434, ""faithfulness_gap"": 0.3307310001526793, ""fidelity"": 0.5579841730555855, ""runtime_ms"": 492.457459000434, ""sparsity"": 0.018518518518518517, ""stability"": 0.07747754342321268}"
exp4_cafe50d43e9b9266,exp3_cross_dataset,experiments\exp3_cross_dataset\results\german_credit\xgb_anchors\seed_42\n_100\results.json,german_credit,xgb,anchors,27,0,,0,ANCHORS top local factors: duration: 1.0000; credit_amount: 1.0000; checking_status_no checking: 1.0000; savings_status_<100: 1.0000; personal_status_male single: 1.0000; installment_commitment: 0.0000; residence_since: 0.0000; age: 0.0000; existing_credits: 0.0000; num_dependents: 0.0000,68,TN,42,100,"{""cost"": 2001.2929610020365, ""faithfulness_gap"": 0.41530120372772217, ""fidelity"": 0.3555925256011574, ""runtime_ms"": 2001.2929610020365, ""sparsity"": 0.08196721311475409, ""stability"": 0.490634228164961}"
exp4_cbdb515ea6b51b47,exp2_scaled,experiments\exp2_scaled\results\logreg_lime\seed_999\n_200\results.json,adult,logreg,lime,8716,0,,1,LIME top local factors: capital-gain: 0.0490; marital-status_Separated: -0.0300; marital-status_Married-civ-spouse: 0.0238; education-num: 0.0158; marital-status_Never-married: -0.0100; sex_Male: -0.0094; sex_Female: -0.0053; relationship_Not-in-family: -0.0052; relationship_Husband: -0.0044; relationship_Own-child: -0.0029,93,FN,999,200,"{""cost"": 2.889916009735316, ""faithfulness_gap"": 0.18759277887887119, ""fidelity"": 0.7836485447969024, ""runtime_ms"": 2.889916009735316, ""sparsity"": 0.09259259259259259, ""stability"": 0.071673421846393}"
exp4_cc3c47f9ed102eb0,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_anchors\seed_42\n_100\results.json,breast_cancer,xgb,anchors,48,1,,1,ANCHORS top local factors: area error: 1.0000; worst texture: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000,75,TP,42,100,"{""cost"": 1002.5356999831274, ""faithfulness_gap"": 0.9213277697563171, ""fidelity"": 0.8481477760178678, ""runtime_ms"": 1002.5356999831274, ""sparsity"": 0.06666666666666667, ""stability"": 0.8761904761904761}"
exp4_ccbc751d89be60ef,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_anchors\seed_123\n_100\results.json,breast_cancer,xgb,anchors,82,1,,1,ANCHORS top local factors: mean concave points: 1.0000; worst texture: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean symmetry: 0.0000,75,TP,123,100,"{""cost"": 2005.1996000111103, ""faithfulness_gap"": 0.06079310178756714, ""fidelity"": -0.0027575329421161755, ""runtime_ms"": 2005.1996000111103, ""sparsity"": 0.06666666666666667, ""stability"": 0.8714285714285713}"
exp4_cd6abd1a9433542b,exp2_scaled,experiments\exp2_scaled\results\mlp_dice\seed_123\n_100\results.json,adult,mlp,dice,4048,0,,0,DICE top local factors: native-country_Ireland: 1.0000; occupation_Tech-support: 0.4000; age: 0.0000; fnlwgt: 0.0000; education-num: 0.0000; capital-gain: 0.0000; capital-loss: 0.0000; hours-per-week: 0.0000; workclass_Federal-gov: 0.0000; workclass_Local-gov: 0.0000,82,TN,123,100,"{""cost"": 1006.4549749986327, ""faithfulness_gap"": 0.040321938891048514, ""fidelity"": -0.045932255922861424, ""runtime_ms"": 1006.4549749986327, ""sparsity"": 0.018518518518518517, ""stability"": 0.017031953396115983}"
exp4_d08e79080e9bdc99,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_anchors\seed_42\n_100\results.json,breast_cancer,rf,anchors,0,0,,0,ANCHORS top local factors: mean perimeter: 1.0000; worst perimeter: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000; mean concave points: 0.0000; mean symmetry: 0.0000,75,TN,42,100,"{""cost"": 5004.686599946581, ""faithfulness_gap"": 0.07, ""fidelity"": 0.3520001054901619, ""runtime_ms"": 5004.686599946581, ""sparsity"": 0.06666666666666667, ""stability"": 0.338095238095238}"
exp4_d372ea8e16367348,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\rf_anchors\seed_123\n_100\results.json,breast_cancer,rf,anchors,65,1,,1,ANCHORS top local factors: mean fractal dimension: 1.0000; worst smoothness: 1.0000; worst concave points: 1.0000; mean radius: 0.0000; mean texture: 0.0000; mean perimeter: 0.0000; mean area: 0.0000; mean smoothness: 0.0000; mean compactness: 0.0000; mean concavity: 0.0000,76,TP,123,100,"{""cost"": 3003.438699990511, ""faithfulness_gap"": 0.12, ""fidelity"": -0.06357701775596361, ""runtime_ms"": 3003.438699990511, ""sparsity"": 0.1, ""stability"": 0.17626255188102957}"
exp4_d3748ef854fdb49f,exp2_scaled,experiments\exp2_scaled\results\logreg_shap\seed_42\n_200\results.json,adult,logreg,shap,5298,1,,1,SHAP top local factors: education-num: 0.2837; marital-status_Married-civ-spouse: 0.1119; occupation_Prof-specialty: 0.0723; sex_Female: 0.0400; marital-status_Never-married: 0.0379; age: 0.0289; education_Doctorate: 0.0127; marital-status_Divorced: 0.0107; relationship_Own-child: 0.0097; occupation_Other-service: 0.0058,84,TP,42,200,"{""cost"": 30.64908302621916, ""faithfulness_gap"": 0.722682164678897, ""fidelity"": 0.9867010477488959, ""runtime_ms"": 30.64908302621916, ""sparsity"": 0.09259259259259259, ""stability"": 0.9557489911351822}"
exp4_d3d663bc47eb8d69,exp3_cross_dataset,experiments\exp3_cross_dataset\results\breast_cancer\xgb_shap\seed_42\n_100\results.json,breast_cancer,xgb,shap,3,0,,1,SHAP top local factors: worst perimeter: -0.1448; mean concave points: -0.0866; worst concavity: 0.0678; mean area: -0.0643; worst radius: -0.0530; worst concave points: 0.0484; worst area: -0.0422; worst texture: -0.0315; area error: -0.0238; mean smoothness: -0.0177,84,FN,42,100,"{""cost"": 1001.098999986425, ""faithfulness_gap"": 0.29830026626586914, ""fidelity"": 0.4563981449216149, ""runtime_ms"": 1001.098999986425, ""sparsity"": 0.3333333333333333, ""stability"": 0.6530423031500687}"
